quote_date,expiration,dte,tau,strike,underlying_price,moneyness,option_type,bid,ask,mid_price,last_price,spread_pct,implied_volatility,iv_source,volume,open_interest,contract_symbol
2026-07-11,2026-07-20,9.0,0.024640657084188913,235.0,315.32000732421875,0.7452746243227376,call,78.95,82.25,80.6,79.0,0.0409429280397022,0.8623060644531251,provided,,0,AAPL260720C00235000
2026-07-11,2026-07-20,9.0,0.024640657084188913,240.0,315.32000732421875,0.7611315312232214,call,73.9,77.35,75.625,74.0,0.04561983471074365,0.8188494677734374,provided,,0,AAPL260720C00240000
2026-07-11,2026-07-20,9.0,0.024640657084188913,265.0,315.32000732421875,0.8404160657256403,call,48.9,52.3,50.599999999999994,50.18,0.06719367588932804,0.5488326367187502,provided,8.0,0,AAPL260720C00265000
2026-07-11,2026-07-20,9.0,0.024640657084188913,270.0,315.32000732421875,0.856272972626124,call,43.85,47.35,45.6,45.2,0.07675438596491228,0.7720970056152343,provided,9.0,1,AAPL260720C00270000
2026-07-11,2026-07-20,9.0,0.024640657084188913,275.0,315.32000732421875,0.8721298795266078,call,39.25,42.3,40.775,39.95,0.07480073574494168,0.6989776196289064,provided,4.0,2,AAPL260720C00275000
2026-07-11,2026-07-20,9.0,0.024640657084188913,280.0,315.32000732421875,0.8879867864270916,call,33.9,36.4,35.15,31.17,0.07112375533428165,0.5329636547851562,provided,426.0,27,AAPL260720C00280000
2026-07-11,2026-07-20,9.0,0.024640657084188913,282.5,315.32000732421875,0.8959152398773335,call,31.45,34.85,33.15,31.51,0.10256410256410263,0.6022988989257814,provided,20.0,46,AAPL260720C00282500
2026-07-11,2026-07-20,9.0,0.024640657084188913,285.0,315.32000732421875,0.9038436933275754,call,29.1,32.4,30.75,29.07,0.10731707317073161,0.5725140405273439,provided,20.0,38,AAPL260720C00285000
2026-07-11,2026-07-20,9.0,0.024640657084188913,287.5,315.32000732421875,0.9117721467778173,call,26.7,29.95,28.325,26.31,0.1147396293027361,0.5423629748535157,provided,206.0,13,AAPL260720C00287500
2026-07-11,2026-07-20,9.0,0.024640657084188913,290.0,315.32000732421875,0.9197006002280592,call,24.35,27.45,25.9,26.46,0.11969111969111962,0.5075732836914062,provided,207.0,19,AAPL260720C00290000
